job title,company name,location,skills,detail link
AI Team Lead,EFADA Technology,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020925398.html
Soc Admin,Global Solutions EG,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020925289.html
Senior Oracle Middleware Database Administrator,Everhires,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020925197.html
Sr. Business Analyst - Automation & AI Enablement,NOK Human Capital,"Egypt                                    , Cairo",Research,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020925009.html
AdTech Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923910.html
Site Reliability Engineer (SRE) (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923914.html
Python Developer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923915.html
Software Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923893.html
Senior Azure AI Engineer,Sdex,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923666.html
Staff Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923877.html
Automation Test Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923879.html
DevOps Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923921.html
AI Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923907.html
AI Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923872.html
DevOps Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923863.html
Staff Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923853.html
Senior Data Engineer,GSS HR Solutions Private Limted,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923676.html
Data Analyst (SQL / Python) | $15/hr Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923830.html
API Developer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923852.html
Site Reliability Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923854.html
Machine Learning Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923887.html
MLOps Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923922.html
Junior Python Developer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923926.html
Data Analyst (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923865.html
Senior Devops Engineer,Gissah Perfumes,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020924557.html
Fresher Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923864.html
AI Agent Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923866.html
Back-End Engineer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923867.html
Data Specialist | $15/hr Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923824.html
Database Administrator (DBA) (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923929.html
Graduate Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923901.html
RAG Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923881.html
Product Designer (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923882.html
Backend Engineer (Python / JavaScript) | $15/hr Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923818.html
Agentic Coding Annotator | $15/hr Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923807.html
Graduate Data Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923917.html
Senior Python Developer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923895.html
Fresher Full Stack Developer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923904.html
Data Analyst (Remote),Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923925.html
Senior Devops Engineer,Gissah Perfumes,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020924513.html
Senior Software Integrator Engineer,Luxoft,"Egypt                                    , Cairo",Software Testing,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020924517.html
Tier 3 Expert Security Analyst: Security Analyst (L3),The Talent Match,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923745.html
Agentic AI Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923838.html
Junior Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923840.html
Full Stack Developer | $15/hr Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020923808.html
AI Engineer,Stanford Nursery,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020924107.html
Tech. Integration Mgt Engineer,Orange - Other locations,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020924787.html
"Business Analyst, ACES Central Programs",Souq.com for E-Commerce LLC,"Egypt                                    , Cairo",Operations Improvement and Process Engineering,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020924773.html
Senior Software Developer,e& Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020921145.html
Data analysis Instructor,Yat Learning Centers,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020921687.html
Full Stack Developer ( Next.js & Nest.JS ),Talent 360 ME,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020921178.html
Odoo Implementer,LNDG LTD,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020920908.html
Odoo developer,"MQS, SOLUCIONES INTEGRALES SL","Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020919452.html
Tech Lead,Lychee Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020919494.html
BI System Senior Analyst,e& Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020919517.html
Technical Instructor and Content Creator_4,AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020919308.html
N/A,N/A,"Egypt                                    , Giza",Entry Level,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020920444.html
Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917856.html
Remote ML Engineer - 60735,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917875.html
Remote LLM Agentic Trainer - Programmer,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917884.html
Technical Instructor & Content Creator(Record Course),AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917689.html
Technical Instructor and Content Creator_3,AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917617.html
Blockchain Engineer,Inventors Incubator,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917677.html
Senior Software Engineer,Premier Services and Recruitment,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917852.html
System Engineer,FARIDA,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020917802.html
Senior Ai Engineer,Qowa,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915208.html
Database Administration Senior Manager,Modupay,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915215.html
Senior DevOps Engineer,Pixelogic Media,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915016.html
Data Protection Engineer,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916467.html
Data Solution Architect,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916484.html
Senior Data Engineer Tech Lead,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916983.html
AI Architect,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916975.html
(ERP NeXT) Developer,DataSoft,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915144.html
Offensive Security Senior Engineer,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916958.html
Cloud Engineering Senior Technical Lead,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916967.html
Claude Certified Engineers,Stitch®,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915197.html
Mid Level Python Backend Developer (AI Focus),EVA pharma,"Egypt                                    , Al Jizah",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915255.html
Technical Instructor & Content Creator (Record Course),AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915118.html
Senior Full Stack Developer,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916461.html
Cyber Security Data Protection Senior Engineer,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916477.html
Cybersecurity Identity and Access Management Tech Lead,Deloitte & Touche (M.E.),"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916479.html
Senior Cloud Engineer,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916964.html
Cyber Security Digital Forensics Incident Response Senior Engineer,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916947.html
Technical Instructor & Content Creator -2,AMIT Learning,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020915147.html
Cyber Security Digital Forensics Incident Response Tech Lead,Deloitte & Touche (M.E.),"Egypt                                    , Egypt",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020916944.html
"Lead Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914136.html
Staff Engineer (R&D Engineering),Synopsys Inc,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914157.html
Strategy & Operations Lead,dubizzle Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914139.html
Senior Software Engineer HEEDS,Siemens,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914155.html
"DevOps engineer, GISACC",valeo,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914128.html
FortiSIEM Administrator - (Mid -Senior Level),Fixed Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914386.html
Senior Data Analyst,STATEVO,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914173.html
Platform Software Engineer (m/f/d),sonnen Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020914108.html
Data Platform Engineer,Orange - Other locations,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020913232.html
Software Development Manager,MigrationIT,"Egypt                                    , Cairo",Mission Support Leadership,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020912529.html
Lead Data Engineer,PetroApp,Egypt,Enterprise Performance Management Consulting,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912306.html
Software Developer - GenAI Solutions,Henkel,Egypt,Cost Planning (Residential Development),https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912436.html
Sr. QC Engineer,Valleysoft,Egypt,Quality Control,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912368.html
Senior QA Engineer,Vesynta,Egypt,Quality Control,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912416.html
Senior Python Engineer,Vesynta,Egypt,Arabic AI & NLP Engineering,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912355.html
Sr. Software Engineer,Valleysoft,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912412.html
AI Engineer,Bayantech,Egypt,Arabic AI & NLP Engineering,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912424.html
Expert Software Engineer,Valleysoft,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912437.html
Senior Support Engineer,Mondia Group,Egypt,Technical Support Leadership,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020912308.html
Generative AI Engineer,The Functionary,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911582.html
Strong Middle Python Test Automation (Automotive),Intellias,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911596.html
Odoo 19 Developer (Remote – Egypt | Project-Based),Venture Squad,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911557.html
10x Software Engineer,Lucidya,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020911055.html
محلل بيانات,فادي || Fadi,"Egypt                                    , Cairo",الراتب غير معلن,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911737.html
Telecom Security Network Post Planning and Performance Optimization,Telecom Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911418.html
Sr. Staff Pre-Silicon Validation/Verification Lead,Siemens,Egypt,Cost Planning (Residential Development),https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020910918.html
Senior Software Engineer,Orange - Other locations,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020910819.html
AI Platform Engineer,Orange - Other locations,"Egypt                                    , Cairo",Arabic AI & NLP Engineering,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020910815.html
Odoo Implementer,Keys Recruiters,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911527.html
Remote ML Engineer - 60735,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911584.html
Artificial Intelligence Consultant,Link Datacenter,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911544.html
Commercial Analyst,dubizzle Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911382.html
Junior Odoo Implementer,Talent-360.me,Egypt,Enterprise Performance Management Consulting,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911040.html
Artificial Intelligence Software Engineer,Summit Technology Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911441.html
AI & Robotics Head of Department,Silicon Valley International School in Egypt (SVIS),"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911453.html
Software Engineer,Joveo Ai,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911555.html
Backend Python Developer,Segadty,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020910859.html
Senior AI Engineer,Bayantech,Egypt,Arabic AI & NLP Engineering,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020912452.html
Data Scientist,arabian oud,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911394.html
Computer Vision Engineer,Summit Technology Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911452.html
Senior Odoo Developer with 5+ years of Experience,,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020911523.html
Middle Data Engineer,Vertex Technologies,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020909800.html
Data Engineer,,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020909470.html
Senior Data Engineer,Vertex Technologies,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020909926.html
"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020909231.html
Technical Instructor and Content Creator__,AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020909426.html
Senior Localization Engineer,Bayantech,Egypt,Integration Engineering,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020909184.html
Senior Data Engineer,robusta,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020910001.html
Senior Machine learning and data engineer (on site),Andalusia Health Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020909329.html
Senior Full Stack AI Software Engineer,Orange - Other locations,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020910126.html
Senior PostgreSQL Database Administrator,Cody Software Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020909393.html
Senior QA Engineer,Vesynta,Egypt,Quality Control,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020907793.html
Software Engineer – LLM & Agentic Systems,CES - MATLAB® in the Middle East,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908115.html
"Data Architect (AI, Advanced Analytics & Banking Payments)",International Turnkey Systems - ITS,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020907952.html
Data & AI-Driven Decision Specialist,"Hill International, Inc.","Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020907882.html
Senior Python Engineer,Vesynta,Egypt,Research,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020907786.html
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020907850.html
Senior Python Engineer (remote) - Healthtech,Vesynta,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908125.html
Solar Modelling Engineer (Stealth Project),Titan Pulse Dynamics Ltd,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908066.html
Remote ML Engineer - 60735,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908130.html
Engineering Design Specialist - 72123,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908134.html
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020907848.html
Senior Full Stack Developer,Quality Professionals | Q-Pros,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020907853.html
Senior QA Engineer (Remote) - Playwright & Newman - Healthtech,Vesynta,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908110.html
IT Systems Administrator,CES - MATLAB® in the Middle East,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020908111.html
Data Science Senior Manager,Visa,"Egypt                                    , Cairo",Enterprise Performance Management Consulting,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020907243.html
Odoo Implementer,Talent-360.me,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020907286.html
"Staff Machine Learning Engineer (India based, relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020906522.html
"Technical Instructor , Content Creator",AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020906782.html
Senior Machine learning and data engineer,Andalusia Health Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020906713.html
Senior Full Stack Developer,Talent-360.me,Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020906004.html
Full Stack Developer,IMBoX,"Egypt                                    , Cairo",Experienced,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020906232.html
Senior Data Scientist,Sana Commerce,"Egypt                                    , Alexandria",Research,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020906424.html
Embedded Firmware Engineer,IMBoX,"Egypt                                    , Cairo",Confidential,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020906206.html
Data Scientist,Concentrix,Egypt,Research,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020905436.html
Odoo Developer,bcoit,"Egypt                                    , Cairo",Entry Level,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020905751.html
Senior Cloud Automation Developer,Hcltech,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020904762.html
"Senior Manager, AI Service Engineering",Finaira,Egypt,Enterprise Performance Management Consulting,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020904346.html
WFM Analyst & Operations Research Specialist,Tp,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020904750.html
Site Reliability Engineer-GPU,Beyond-ED,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020904651.html
QA Engineer M/F (Microsoft Dynamics 365),Remote People,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020904785.html
CAE Engineer,epsilonX,"Egypt                                    , Cairo",Part Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020904541.html
3D Technical Artist,DAR,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903252.html
Blockchain Engineer,Inventors Incubator,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903208.html
Remote LLM Agentic Trainer - Programmer,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903419.html
Remote ML Engineer - 60735,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903440.html
Senior Ai Integration Architect,inSylos,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903360.html
Senior Software Quality Engineer,"Arrow Electronics, Inc",Egypt,Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020903540.html
Junior Automation Tester,Advansys,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903209.html
Sr. Digital ITSM Core Engineer Authority,Vodafone - Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903904.html
Senior AI Engineer,Andalusia Health Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903259.html
Engineering Design Specialist - 72123,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020903268.html
